,Review_Text,Rating,Persona,Age,Item_Name
1513,I really liked these pants but they began piling the second wear. I have an athletic build and am not heavy so the inner thigh rubbing should not cause this much piling. I am just disappointed that the cost was 98 dollars and they are already falling apart.,3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1514,"I was trying to decide between these and the luxtreme wunder under, and I wish I went with the wunder under. I initially chose these because they are looser and have a softer fabric, but after 2 wears they are pilling like crazy! I'm disappointed, because for the price I would have hoped that they would be better quality.",2,SWEATY GENERALIST,UNDER 18,"Align Pant 28"""
1515,"I love the fit and fabric of these! But beware, if you do a heated workout or tend to sweat, it will show through in some unflattering areas... I bought the green and the color is so pretty, but definitely doesn’t hide perspiration!",3,YOGI,35-44,"Align Pant 28"""
1516,10/10 reccomend these leggings. they’re great if you work out or don’t work out. they are just super comfy. best ever,5,,,"Align Pant 28"""
1517,"Finally talked my husband into buying me a pair of lululemon leggings for Christmas and I’m sad to say after wearing only 4 times, I have stray thread coming from the inner seam and it’s at the starting stage of pilling. For the cost, I was hoping the quality would be much better. :(",1,,25-34,"Align Pant 28"""
1518,"I have always shopped at Lululemon and have always loved their products. I have always wanted to buy the align pants because I heard wonderful things about them! However, I've only had them for a few months and they have literally started to pill everywhere especially all over the thigh areas. These pants should last a long time especially given the price point for them. Needless to say I was very disappointed.",1,,,"Align Pant 28"""
1519,"I got these leggings in a 12, as I typically wear a 12 or L in pants. I have a few other aligns, and 12 works, but I feel with these a 10 might have been just a teeeeeny bit better but I still am very comfortable and happy with the 12",4,RUNNER,18-24,"Align Pant 28"""
1520,My Align Pants immediately ripped in one of the knees :( I was so bummed because I usually love lululemon and I loved the comfort of the leggings but one of the knees ripped after working out :( I was so disappointed in this product :(,1,RUNNER,18-24,"Align Pant 28"""
1521,"This was my first lululemon purchase, I always wanted a pair because of all of the hype, so when I saved up enough money and felt comfortable to spend it on leggings, i purchased my first pair. The Align pant 28"". I was disappointed the more I wore them. At first I was amazed! So comfy and fit perfect, as I continued to wear them it begin to itch my waist right under where the waist band sat on my skin, it was a very uncomfortable itch. My leggings are also already pilling and looking old and worn. I got these leggings beginning of December 2018, and by Christmas time I was already experiencing these problems. I'm very disappointed that I spent so much of my money on one pair of leggings that did not exceed the hype I've been hearing for years. I have never left a review on anything, so the fact that I felt like I needed to share this and leave a review shows how disappointed I am with these leggings.",2,RUNNER,18-24,"Align Pant 28"""
1522,I LOVE these leggings so much. I wear them as much as I possibly can. The only issue is that they are no longer like a second skin but instead like a fleece from all of the pilling. :(,4,RUNNER,18-24,"Align Pant 28"""
1523,I purchased these for my daughter for Christmas and now 2 weeks later there is a hole in them (not on the seam). They have been hand washed according to care instructions. I am hoping the store will exchange them in the store.,1,,,"Align Pant 28"""
1524,"Align is my absolute favorite line of pants for practicing yoga. They stay in place, they are thick enough that they smooth out my legs but thin enough that I stay cool in heated classes. Can’t recommend highly enough!",5,YOGI,45-54,"Align Pant 28"""
1525,"Bought 2 pairs of the Align pants recently, they are super soft and stretchy! But after one wear the one pair is completely pilled down the front which is super disappointing.... and the colour is light green so its visible. Otherwise they are my favourite style!",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1526,"I should have listened to the other reviews, the fit is off. I would not recommend these. Overall comfortable but excess material in the waist and legs.",3,YOGI,25-34,"Align Pant 28"""
1527,This is my third pair and they are amazing. Fit true to size.,5,,45-54,"Align Pant 28"""
1528,"Followed instructions and hung to dry but after 4 wears and 2 washes the pilling is already bad. These pants are so comfy and I wanted to love them but for the price I expect way better quality. I wouldn't pay 20$ for these pants as you can only wear them a handful of times. Really not impressed, don't bother wasting your money. Skip these for some pants you can wear more than once!",1,,18-24,"Align Pant 28"""
1529,"I heard so much about these pants! I bought the Wunder Under and then the Fast and Freem which I feel amazing in! However, with the Align I feel like I am constantly fidgeting at the waistline and the pant leg opening. They are super soft and buttery feeling, but for the price of these pants I feel like they should meet the same standard as the other pants I've purchased.",1,,,"Align Pant 28"""
1530,I purchased these in the store and was SO excited as I saw many positive reviews. They felt like I was wearing nothing -- so comfy!,1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1531,"These where great pants, fit well but was unhappy with the thickness of them. To me they where just to thin.",3,DANCER,UNDER 18,"Align Pant 28"""
1532,I ordered this for my daughter as a gift and someone actually asked about them to get some too! they look and feel great!,5,RUNNER,35-44,"Align Pant 28"""
1533,"For the last two Christmases my mom got me a pair of these pants. I take care of them like they are “gold”, because I love them so much and I could never afford to buy them myself. Please have a sale every now and then Lululemon!",5,,,"Align Pant 28"""
1534,"I wear a lot of tights to work out in, as well as just around the house or even in town. These are the best fitting, most comfortable tights I have ever worn. They actually come down to ankles and stay(I don't like 7/8 look). They don't stretch out. AND! They stay up at the waste! Flattering. Not hot, or cold. You will love them!",5,,,"Align Pant 28"""
1535,"I am in love with this pants! They it so good, and feel so great against my skin. Highly recommended them to anyone!",5,,,"Align Pant 28"""
1536,I have shopped at Lululemon for many years and recently purchased two pairs of the Align leggings. I heard so many good things about them from fitness gurus on Instagram and Youtube as well as my friends so I thought that they would be a good purchase.,1,YOGI,UNDER 18,"Align Pant 28"""
1537,"I was I initially so excited to get a pair of aligns after years of owning ones that I got from my gym. However, I am so disappointed that the fit and material is not the same as it used to be. I am so sad to have spent my precious dollars on these pants as they are unwearable and nothing like the original aligns.",1,YOGI,18-24,"Align Pant 28"""
1538,"I absolutely loved the feel of these pants when I first bought them. They were so comfortable. I wanted to wear them all the time. I even considered purchasing another pair. Unfortunately, after about a month they started to pill, especially around the crotch and inner thighs area. I am really disappointed especially because my previous Lululemon pants purchases have lasted me years, however, these pants have only lasted not even 2 months.",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1539,"They do seem a little large, and I was going to order a size down, and get a few more colors, because so far I love them! Reading all of the reviews about pilling, I may hold off on purchasing more until I see how they hold up.",4,YOGI,55-65,"Align Pant 28"""
1540,I purchased these in black a few months ago and followed the recommended washing instructions. I was very careful with them yet they are pilling everywhere and look like they are 5 years old. I'm really disappointed that I spent so much money and the quality is so poor.,1,YOGI,25-34,"Align Pant 28"""
1541,"bought a pair of these for everyday and HIIT training - not the same fabric as before - they constantly fall down, and pill easily, i wouldnt be buying these again. have a pair from back in the summer and are fantastic - even the fabric seems to be different, easy to see all the sweat through them as well. unimpressed",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1542,"I used to own a pair of the align pants bought 5 or so years ago and I still wear them today. I just got a pair of these new align pants and I've only worn them a few times and they are already showing signs of pilling everywhere! To make things worse, I haven't even washed them yet. My old aligns didn't pill until a much later time due to normal wear but the amount of pilling of these new ones are just insane and it's even pilling on the outer sides of my legs too where there isn't even much friction compared to as in the inner thighs or crotch area. I'm pretty disappointed because I loved my old align pants.",2,,18-24,"Align Pant 28"""
1543,"I purchased these leggings about three months ago and only wear them for yoga classes and sometimes to run errands but nothing crazy and all of a sudden they have a hole in them, There is no reason they should have a hole considering they did not snag on anything because they are mainly worn indoors. I got these leggings because a friend recommend them and this brand because of the quality but i am not happy with the quality at all they should not rip when they are worn for the appropriate use and especially so new.",1,YOGI,18-24,"Align Pant 28"""
1544,"The align pant leggings are the best leggings I’ve ever worn. I now need every pattern. They feel like almost nothing is on, yet they keep everything snug, and are very flattering. In love. Obsessed.",5,RUNNER,25-34,"Align Pant 28"""
1545,"I am very disappointed with this pants , the material is confortable but is pilling and washed off the colour. I had followed the instructions for wahing and still piiled off. No recommend.. Wish someone in store should tell me about it when I bought . I also got the new one with ebroderie during Christmas and going to return , dont feel comfy at all however got the gift card and have to spend the money . Not sure what to buy from lululemon ? i am so disappointed very big name and not worth it",1,,,"Align Pant 28"""
1546,I almost have the Align pants in every colour but the pink lace is very cheap ... I wear 6 in all of them and this one is made smaller and become white stretching when I put them on...so you dont see it's lace design.. Very Very disappointed in them. For a 100$ legging this one is not worth it... for all the other colour I im love with them...,1,RUNNER,25-34,"Align Pant 28"""
1547,"I am obsessed with the feel of these pants!!! So soft, I love it! However, I just received these for Christmas, and have worn them a few times, and they are already wearing - the waistband has stretched quite a bit. I washed them separately to see if they would not be so stretched, and they are still way bigger in the waistband now. If I had known, I would have ordered a size down as I always feel like that they are falling down now.",3,,,"Align Pant 28"""
1548,"after reading these reviews in regards to piling, I thought they must have been washing wrong. so I decided to give it a try. never washed, yet it started piling outrageously between inner thighs and bum just after wearing only a few times. I am very skinny and there is no issues with rubbing inner thighs against each other. very disappointed.",1,,,"Align Pant 28"""
1549,"love these, but for the price you pay you should not deal with them piling after two weeks.",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1550,"Because of the brand/cost of these leggings, I had very high expectations. Although the quality of Fabletic is all the hype, I personally am disappointed in the fit.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1551,"Ordered these pants because there has been a huge rave about these on instagram amongst the fitness community. However, these pants were a disappointment. They continuously fall and slide down while just walking. There is a big difference between just two sizes. The size 8 was too big on the waist, but the size 6 stretched out the fabric on my thighs; nor do they have an elastic at the waist for them to stay up. Super disappointed. There's definitely better fitting leggings out there.",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1552,"I got two pair of align leggings for Christmas. These are obviously not cheap leggings, and honestly they are NOT worth it. I have worn these leggings 3 times, only hand washed and never dried. They haven't been worn for any workouts, just leisure time. They are already pilling on the inner thighs. They feel like nothing on your skin, but the quality and longevity is just not there for $100 leggings.",2,YOGI,18-24,"Align Pant 28"""
1553,"I love the way these leggings feel. Breathable, sleek and SUPER soft. The big issue I have with these leggings is that they pill extremely easily even after following proper care instructions. For the price you pay, you would expect that they would not do that. After about 6 light wears these pants look like they've been shredded with sandpaper. Really unfortunate and discouraging, I wanted to love this product.",2,,18-24,"Align Pant 28"""
1554,"I loved these pants when I first bought them. They are SO flattering and I love the fit of them. However, after washing them (following the exact instructions given and with great care) they starting pilling. I bought a second pair hoping it was just a mistake on my end (plus I loved the pants besides the pilling issue), but it happened again after the first 2 washes. The quality of the pants seems to be great, but the fact that they break down so quickly after only 2 washes is crazy especially for how much they cost. Hopefully they fix the problem soon.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1555,I ordered these in brilliant blue last year. I wear them sparingly and only ever hand wash in cold and the pilling is insane. Very disappointed.,1,YOGI,18-24,"Align Pant 28"""
1556,"I loved my aligns when I first got them. But they pill so easily, and I also find they stretched so I'm constantly pulling them up, I have them in the full length and the crops, because they're so comfy, but they're both doing the same thing! I thought these aligns would be my go to, but the quality isn't the best like some of the other pants I have from lululemon.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1557,I wore the black pair of these that I got for Christmas only THREE times before the stitching on the ankle began unravelling like crazy. I haven't even washed them yet. Super disappointing because I normally love lulu leggings! ):,1,,,"Align Pant 28"""
1558,"These leggings have pilled since I bought them and I hang dry them, wash on gentle inside out by themselves. Did not workout in these. Do not recommend, I feel very upset because usually I love Lulu but do not buy these. I feel like I wasted money :/",1,SWEATY GENERALIST,,"Align Pant 28"""
1559,"I have 2 pair of the shorter length Align pants and LOVE them, however these full length ones seem to be made differently? I washed them once and went to wear them and noticed pilling on the thigh area on one side. At this price point this is clearly not something that should happen and I had just told my friend how much I loved these pants since the shorter length were great even through my pregnancy. Unfortunately, I am very disappointed to say the least. Thought I had found the perfect yoga pants but I guess the search continues.",2,SWEATY GENERALIST,35-44,"Align Pant 28"""
1560,"I received these pants as a Christmas gift from my husband and I was immediately OBSESSED! They are SO comfortable and the fabric is super soft and flattering. I'm also 7.5 months pregnant and I loved that these high rise leggings fit over my bump:) But after two washes they have pilled like crazy! I was planning on buying other colors, but I cant justify paying over $100 for leggings with such a short shelf life. They looks like my wunderunders from 10 years ago! I wish lulu would work on their anti-pilling technology. I have lots of leggings from them that don't pill, I'm so bummed that the align pants didn't get it right.",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1561,"I absolutely loved these pants when purchased, and honestly I still love the feel of the pant. Unfortunately, there is pilling between the legs that is so bad, I feel I need to replace the leggings. I have washed and cared for the pants exactly as instructed, and the pants are fairly new. Too new to replace, especially with the cost. If it weren't for the pilling, I would give these leggings a 5 star, but the pilling has left me disappointed.",3,YOGI,25-34,"Align Pant 28"""
1562,Daughter loves them!,5,SWEATY GENERALIST,,"Align Pant 28"""
1563,"After only having my aligns for a short period of time they started pilling a lot, and I also found a few holes in one of the thighs. I am really disappointed because the quality was supposed to be great.",1,,,"Align Pant 28"""
1564,I really wanted to love these so I ignored the reviews but I wish I hadn't. These started piling the day I wore them. I never worked out in them and hand washed them because I didn't want to ruin them more but they are almost unwearable at this point. Ive had them for awhile but have gotten nearly no wear out of them due to the piling!,1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1565,"only wore once for 1 hour, then it started pilling. Compare to other leggings I got from Lululemon, this one has the worst quality.",1,YOGI,25-34,"Align Pant 28"""
1566,"Not worth it, very cheap
I bought these pants in a size 10 ( my normal size ) and they are loose and fall down when I move around which are not good for when exercising or doing daily tasks. I also only wore them ONCE and I noticed that I already have to pulls in the seams in the upper tight areas and I got a HOLE in them when I itched my leg . Fabric is soft but does not hold shape and is easily ripped and pulled.
I would not recommend this product to anyone and its a disappointing waste since they are so expensive.",1,RUNNER,18-24,"Align Pant 28"""
1567,"I loved these leggings when I first tried them on, however, I wore these only a few times before they started to look very worn and started pilling between the thighs. I washed them according to directions and did not perform any heavy workouts in them.",1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1568,I received these leggings as a Christmas gift and after 3 wears they are pilling in the groining area. I have purchased Lululemon clothes before and have had no issues. I washed as recommended and hung to dry. I'm extremely disappointed. I just wanted another pair of their classic black legging and was let down from the lack of quality with these leggings.,1,RUNNER,18-24,"Align Pant 28"""
1569,"I was super excited about this pair of leggings since they seemed so comfortable, but after wearing it twice the material just didn’t seem as high quality as the speed up and fast and free tights that I also own. People on YouTube said that these leggings are comfortable, and they were, but the pants pilled so quickly and they aren’t made for someone like me who dances almost every day. I really hope that I can exchange them for the in movement tights, which seem better.",2,DANCER,UNDER 18,"Align Pant 28"""
1570,"I have never had an issue with any of my leggings from here before, but my Aligns have been by far the worst purchase I have made from lulu. For my first wash, I washed them alone and according to all directions and air dried flat, but the material began pilling by my second wear. The inside of the legs, especially by the crotch looks so gross I can't wear them anymore. I by no means have a thigh gap, but places where my thighs do not tough have started pilling as well. Very sad seeing as they are pricy, but do not hold up as well as my cheaper off brand pairs.",1,RUNNER,18-24,"Align Pant 28"""
1571,"This leggings are the best leggings I own by far. They're comfortable, flattering, and fit well. I love Lululemon leggings but usually find that the wunder under and speed tights aren't super comfortable for everyday wear. These leggings I'd wear anywhere at any time. DEFINITELY recommend. The only thing I would say is be careful about sizing. I normally wear a size 6 (5'7"" and 135) but I bought these in a size 2 and they fit perfectly. They're super stretchy so the fit isn't tight at all and I think I wouldn't want these any bigger.",5,RUNNER,18-24,"Align Pant 28"""
1572,"I really like the fit, but they get so pilly. I'm on my second pair within a year, and for the price it's really frustrating that I feel like I now need to buy a third pair. I brought them to a store after only a month of using them and they said that they are ""not meant to work out in"" which is strange, and either way I do not even work out in them I like them for travel. Disappointed that in-store wasn't helpful and that my second pair now is also pilling.",3,,,"Align Pant 28"""
1573,"Bought these in store.. LOVED the fit but the pilling is sooo disappointing. Even after one wash, the front & back of the thighs & in between of legs were pilling.",2,,,"Align Pant 28"""
1574,"Super disappointed in the quality of these. Started piling after two weeks of wear and with the price of these, it felt like I got ripped off. Wasn't doing any crazy cardio and I washed them properly but for some reason it still ended up piling. Would not recommend these... perhaps other leggings will be better...",2,,,"Align Pant 28"""
1575,I love anything align. I have a few pairs of align crops and was so excited to finally get the full length pants! Unfortunately after washing the pants twice there is pilling on the each side of the pants. So disappointed to say the least. Lulu you are losing my love!,2,YOGI,18-24,"Align Pant 28"""
1576,"For $98, I expected the quality to be amazing. At first, I loved them and the feel of them. But after a few months of having them, I experienced such terrible pilling in between the thighs that I can't even wear them anymore. I followed the care instructions on them too to prevent this from happening but it still happened so nothing you can do I suppose. I am disappointed in the quality of these and wished they upheld the standards I had set. The only good thing about these leggings is the first month of purchasing them as they feel incredible but they will begin to pill and look terrible. Debated on purchasing another pair, but not so sure I want to as I am afraid this will happen again. Until they can improve the quality, I most likely will stay away unfortunately :(",2,,18-24,"Align Pant 28"""
1577,"These are my second favorite Lululemon pants and that is only because I am shorter. These fit a little longer on me, but however, sometimes that is nice. The 25"" fit my height nicely (5'4"") and they are my favorite. However, these come in a close 2nd favorite because they fit the same, just a little longer than I would like them. A tip is to wash them on cold delicate cycle with other non-heavy items and dry them on a drying rack. I use these to workout, just about any type of workout and they work well. Yoga they seem to perform best in.",5,YOGI,25-34,"Align Pant 28"""
1578,"I absolutely adore wearing these. I’m pregnant and everything else feels itchy. Purchased three pairs to hopefully avoid the pilling. Unfortunately, the black pair have pilled like crazy - even though I wash on delicate cycle in a lingerie bag and air dry. Not sure why only the black ones look bad. So comfortable that it’s a big bummer! Especially since black is the most versatile color.",3,RUNNER,35-44,"Align Pant 28"""
1579,I got these for my wife for Xmas she was so excited about them but I was really disappointed that they were pilling after wearing only once. For the price I expected better quality.,2,CYCLIST,35-44,"Align Pant 28"""
1580,"I am so disappointed by these leggings. I have only worn them twice, and there is a pull in the material already. I am not quite sure how this pull even got there, but for the price and standard of Lululemon, I would expect them to be of the highest quality and not get pulls in them, especially since I have only worn them a couple times. I will not be purchasing any more Align leggings.",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1581,Fabric and fit never disappoint.,5,SWEATY GENERALIST,55-65,"Align Pant 28"""
1582,This was a gift for my granddaughter and I'm sure she loves them.,5,,,"Align Pant 28"""
1583,"The Align pants are the most wonderful, most comfortable pants I have ever worn. I want to wear them everyday. The description of ""buttery soft"" is absolutely perfect. These pants are also perfect for any temperature. The waist never bothers me, does not dig into my stomach, and stays in place. The feel of these pants is amazing. These are the absolute best ""yoga"" pants I have ever worn. These are the best ""anything"" pants I have ever worn. I feel that I can't express myself enough! The best!!!!!",5,,55-65,"Align Pant 28"""
1584,"I immediately loved how these felt which is honestly like butter. The big issue with these is that they pill way too easily, you would hope with the price that they would not do that. Also, be careful these are the longer version and if you are short like me (5' 3"") they are way too long and bunch up at the ankles.",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1585,These are the best fitting leggings I have ever owned. They are the softest pants I have ever owned. The are awesome!,5,RUNNER,18-24,"Align Pant 28"""
1586,I buy Lululemon leggings all the time but these got a hole in the thigh after 4 months :(,2,RUNNER,18-24,"Align Pant 28"""
1587,"Bought these pants in November, wore them twice and started to get little balls all over the pant. Started to fringe by the waist. I was super excited for these pants and am frankly disappointed. When I went to the store to have an associate look at them she told me my thighs were rubbing together that’s why the balls were appearing. Even though the balls are all over the pant not just between the thighs, when I mentioned the fringe she told me that I should just cut the extra strings off, now there’s a hole in my leggings. Very disappointing.",1,YOGI,18-24,"Align Pant 28"""
1588,"I'm super bummed. I love the feeling, the sheen, the stretch, and the fit of these leggings. However, this is my second pair and they're already faded after one wash.
I returned the first pair due to pilling. This second one, I washed once (inside out, cold water, non-abrassive other fabrics, air dry) and their beautiful luster is gone/dull.",2,YOGI,25-34,"Align Pant 28"""
1589,I thought I would love these pants and am so disappointed. I purchased two pairs and after one hike quickly regretted it. They fall down with any walking. I purchased one size down as I like them snug and they still ended up sliding down.,1,SWEATY GENERALIST,35-44,"Align Pant 28"""
1590,"I love how these pants fit/feel and I have multiple pairs, but both started pilling like crazy after only a few months, despite the fact that I've been extremely careful with them",3,,,"Align Pant 28"""
1591,"I recently got these align pants because I had heard some good things about them and the lady at the Lululemon store recommended them to me, because I had never had this style before. After wearing them just once I am very upset. I go to the gym all the time and I love to wear my lulus to the gym. But with these pants i noticed during my workout the my sweat marks were showing which was quite embarrassing and they stretched out tremendously. I spent good money on these pants and I just did not feel that I got what I paid for, especially after a worker in the store had told me to purchase them. I felt it was false advertisement.",1,SWEATY GENERALIST,,"Align Pant 28"""
1592,"These were the most comfortable lulu's I owned, 2 months later, they are all pilled and look cheap. Lulu is refunding my money and I am sending them back. I would love to buy a new pair, but its not worth it. I will miss my camo lulu's dearly. RIP.",1,RUNNER,35-44,"Align Pant 28"""
1593,"Received these as a gift and they are already thinning out and pilling between the legs. Not sure if its just my chub rub, but I still expected more from lulu. I have had plenty of other leggings and they held up just fine to these thunder thighs, but not these. I had an older pair that worked wonders. Maybe its just a lower quality now? C'mon lulu!!! $100 leggings should be better!",1,YOGI,25-34,"Align Pant 28"""
1594,"I got my first pair of Aligns a few months back and loved them. They're great for lounging and working out. I wore my first pair so much that I ordered a second pair. Unfortunately, within a few weeks, I noticed pilling and seams coming loose on my first pair. I always hang dry my leggings, so I'm beginning to think it's not my washing/wearing habits but rather the leggings themselves. Although I noticed these minor issues, the leggings overall are too versatile and comfy for me not to continue to purchase them again in the future.",4,YOGI,18-24,"Align Pant 28"""
1595,"Most comfortable leggings ever!!! Very soft and washes well
Super comfortable and will definitely but again
Like them better than the others from lulu",5,RUNNER,18-24,"Align Pant 28"""
1596,"I got these pants 2 weeks ago for Christmas. I washed them in cold water and let them hang to dry just like I do with all my other lululemon leggings. When I put them back on today, they were extremely loose around my waist and thighs. I spent all day pulling them up. All my other pants in the same size fit me perfectly so I'm not sure why this happened. I'm really disappointed.",2,YOGI,18-24,"Align Pant 28"""
1597,"Major emotional rollercoaster with the Align pants. When I first tried them on I was so excited. They fit incredibly well and are super comfortable, but also really supportive and flattering. Total win.",2,,,"Align Pant 28"""
1598,"I loved these leggings for the first few times I wore them, however they ended up disappointing me. After only 3 washes, (cold water, separate from other fabrics, no softeners and no dryer) they were pilling terribly already, mainly in the thighs and groin area. Now they look wrecked and I will likely need to throw them away.",2,RUNNER,25-34,"Align Pant 28"""
1599,"the fit is insanely comfortable and flattering... I fell in love as soon as I put them on
however I've worn them one day for casual wear and 30 minutes of low intensity yoga and they've already started pilling between the legs. they almost look worse than my oldest pair of lululemon leggings (~5 years old)... is this where lululemon quality has gone? heartbreaking
I would hesitate to recommend these to a friend due to the deterioration of quality I've seen, despite the amazing fit",2,YOGI,18-24,"Align Pant 28"""
1600,"After giving up on Lulu's overly priced scratchy pilling fabrics 10 years ago, I am back but only for NULU which is truly buttery soft, non-compression, almost like wearing nothing. Amazing fabric and style. Bought 2 more Align tights. My compliments Lulu fabric techs:) I am 54, 5'11"" 135 lbs.",5,YOGI,45-54,"Align Pant 28"""
1601,The leggings are soft & comfortable. They was up really well.,5,,,"Align Pant 28"""
1602,Not even after a month have these started pilling. I wash correctly and follow all directions. I love these but im so dissapointed.,2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1603,"I was in love with these pants the second I put them on. Although it says we can machine wash them, I only hand washed these pants so that they would last as long as possible. Sadly, despite taking great care of them, they have pilled horribly! For the price I paid for these, I was hoping they would last at least a year. This isn't the first time this has happened to my lululemon pants. Won't be purchasing again : (",1,SWEATY GENERALIST,25-34,"Align Pant 28"""
1604,"I have Align pants in black that I received as a gift a few years ago that I am absolutely in love with. They could not be softer, they wash incredibly, and they don't pill! I went to get another pair in a different size (I'm pregnant and people rave about Align while they're pregnant!) in the beautiful blue as a Christmas gift to myself for working out so I don't suffocate in my old sizes.
Unfortunately, the blue color shows sweat! A LOT. I had this problem with a Wunder Under pair of pants I had purchased, so luckily I took the Align pants for a test drive in a spin class where everyone was sweaty. Honestly, my legs were sweaty but it didn't bleed through - it only bled through in the crotch area, making it look like I wet my pants. So embarrassing. I scurried out of that class grateful that I wasn't stuck in a barre class or something else where sweat is at a minimum and it would be noticed much more!",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1605,"These leggings are the most flattering leggings I have ever worn. I have a small waist and a large bottom half, so these fit me super well. They're the most comfortable legging, however, they attract everything-- hair, lent, fuzz, etc. This is their only downfall and it's a real bummer. I'm constantly brushing off my leggings :/",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1606,"I have these in the 25"" length in black. They are amazing for the gym and I could seriously live in them... or though I thought until the seam started coming apart and the pilling was unbelievable!
Which this material/these pants would last longer than a few months for the price, especially when I follow the care instructions..",2,SWEATY GENERALIST,18-24,"Align Pant 28"""
1607,"Dont get me wrong, at first i LOVED these leggings. I even have two pairs but after a week or two of wear they start to pill. BADLY, in between the legs. Also, the seems started to unravel and fray in various places. I dont do any sort of physical activity in them, they are solely my lounging pants. Nor do I ever dry them in the dryer, I always hang dry them. Since its happened with my last two pairs I think its something with the pants and not me. I love these leggings but I just dont think that they are made very well and can do not hold up after two weeks.",2,RUNNER,18-24,"Align Pant 28"""
1608,These were my first pair of Align leggings and I was super excited about them. They felt like I had nothing on and just so easy to move around in. Unfortunately they began to pill only about a month after wearing them. I thought maybe this was normal and it would not get worse but it then started pilling EVERYWHERE. There is not a spot on my leggings that is not pilling which is sad for the price on these. Probably will not buy this type of leggings anymore considering my other Lululemon leggings do not do this. Sad about this purchase ):,3,SWEATY GENERALIST,,"Align Pant 28"""
1609,"These pants were amazing for the first couple washes but sadly they became super pilly and everything stuck to them. I also noticed they became see through. Otherwise, they are extremely comfortable. I would recommend if your looking for the best pair of leggings to go for the wonder under luxtreme 28""",3,RUNNER,UNDER 18,"Align Pant 28"""
1610,"Fits great. So soft. Worth the price. 5'11"", 170 lbs - Size M - fits perfect",5,RUNNER,18-24,"Align Pant 28"""
1611,"I love my align pants - perfect coverage and feel to them! They're so versatile, I wear them all day long and they keep their shape so well!",5,CYCLIST,18-24,"Align Pant 28"""
1612,"These are super soft, but pilled after the first time I wore them. They are good for yoga or lounging, but be prepared for pilling after one wear... Not worth the money. Disappointed because I bought a few pairs and can no longer wear them.",2,RUNNER,18-24,"Align Pant 28"""
1613,I bought these yoga pants for my wife for a chance to give a gift which would not get returned. I was happily surprised she loved them. The pants are soft and have a little give. I plan to but more of these in all colors.,5,SWEATY GENERALIST,45-54,"Align Pant 28"""
1614,"When I put the Aligns on I was amazed at the comfort they offered. With that said, this is my third pair and I just looked down and there's a hole in them. I had to leave a poor review for my black pair before due to a pilling issue, so I was really disappointed to see that I'm already having problems with these and haven't had them for too long. These are my favorite pair of lulu leggings comfort wise, but I keep getting let down with pilling and ripping issues :(",1,,18-24,"Align Pant 28"""
1615,I’ve tried at least a dozen other brands and Lululemon makes by far the most comfortable leggings I’ve worn.,5,,,"Align Pant 28"""
1616,When I first bought these pants I was over the moon excited. They felt so buttery soft and lightweight.,1,YOGI,25-34,"Align Pant 28"""
1617,"I absolutely loved these pants when I first purchased them. To say they are comfortable would be an understatement. After TWO wears they began piling everywhere... crotch area, between the legs, on the back-side... for $100, it just isn't worth it. Really disappointed as they are almost a perfect legging, but can no longer be worn with confidence after only two wears.",2,,,"Align Pant 28"""
1618,"Comfort is great. Thinness of fabric not so much. And the pilling.....terrible. My favorite pair....full length black....they have pilled in just a few months of wear and also collect so much lint it looks ridiculous.Too loose at the ankles as well. I keep waiting for something new, better to come out. Very dissatisfied for such a big expense.",2,SWEATY GENERALIST,55-65,"Align Pant 28"""
1619,"I absolutely loved these pants when I first got them. I was debating between the Wunder Under High Rise and these, but ultimately went with these because I loved how thin and soft they were, and they're the perfect length. My first pair of these came undone at the waist, and they let me swap them out for a new pair, free of charge. However, my new pair did the same. Thinking it would just happen again, I stuck it out and kept wearing them. But, after just 2-3 months of wear, they began to pill and have little snags on them. I always wash them in cold water with my other Lulu gear and hang dry them and have had no problems with those in the past, but these pants are not keeping up. I also don't wear them very often, so I am surprised to see how much wear they have.",3,,18-24,"Align Pant 28"""
